39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1363,0,0,0,0,0,0,0,1,35,0,0,0,0,0
0,0,784,0,0,0,0,0,0,0,0,7,0,0,0,0
0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,907,52,1,0,0,0,0
0,21,0,0,0,0,0,0,0,10,2331,0,0,0,0,0
0,0,0,0,15,0,0,0,0,0,0,555,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
